age,citizenship,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence_district,type_of_injury,ammunition,killed_by,event_year,event_month
10.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,10
23.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,live ammunition,Israeli security forces,2003,10
23.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,live ammunition,Israeli security forces,2003,10
24.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,10
17.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,10
18.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,10
17.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,live ammunition,Israeli security forces,2003,10
15.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,shell,Israeli security forces,2003,10
26.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Rafah,gunfire,shell,Israeli security forces,2003,10
20.0,Palestinian,Tulkarm,West Bank,M,1.0,Tulkarm,gunfire,Unknown,Israeli security forces,2003,10
7.0,Palestinian,Tulkarm,West Bank,M,0.0,Tulkarm,gunfire,Unknown,Israeli security forces,2003,10
1.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,shell,Israeli security forces,2003,10
62.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,10
22.0,Palestinian,Tulkarm,West Bank,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2003,10
30.0,Palestinian,Tulkarm,West Bank,M,0.0,Tulkarm,gunfire,live ammunition,Israeli security forces,2003,10
25.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,9
20.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,9
21.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,Unknown,Israeli security forces,2003,9
30.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,shell,Israeli security forces,2003,9
26.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,shell,Israeli security forces,2003,9
15.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,shell,Israeli security forces,2003,9
19.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,9
26.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,shell,Israeli security forces,2003,9
18.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,live ammunition,Israeli security forces,2003,9
33.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,missile,Israeli security forces,2003,9
21.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,9
25.0,Palestinian,Hebron,West Bank,M,0.0,Hebron,gunfire,shell,Israeli security forces,2003,9
12.0,Palestinian,Ramallah and al-Bira,West Bank,M,0.0,al-Quds,gunfire,Unknown,Israeli security forces,2003,9
80.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,Unknown,Israeli security forces,2003,9
26.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,bomb,Israeli security forces,2003,9
32.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,bomb,Israeli security forces,2003,9
20.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,shell,Israeli security forces,2003,9
19.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,shell,Israeli security forces,2003,9
16.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,9
9.0,Palestinian,Hebron,West Bank,M,0.0,Hebron,gunfire,shell,Israeli security forces,2003,9
19.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2003,9
21.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,shell,Israeli security forces,2003,9
25.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,shell,Israeli security forces,2003,9
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,live ammunition,Israeli security forces,2003,9
17.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,live ammunition,Israeli security forces,2003,9
27.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,9
21.0,Palestinian,Jenin,West Bank,M,0.0,Tulkarm,gunfire,live ammunition,Israeli security forces,2003,9
8.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,shell,Israeli security forces,2003,8
25.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,Unknown,Israeli security forces,2003,8
39.0,Palestinian,Bethlehem,West Bank,M,1.0,Bethlehem,gunfire,Unknown,Israeli security forces,2003,8
74.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2003,8
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,8
9.0,Palestinian,Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2003,8
35.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,live ammunition,Israeli security forces,2003,8
74.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2003,8
15.0,Palestinian,Tulkarm,West Bank,M,0.0,Tulkarm,gunfire,live ammunition,Israeli security forces,2003,8
25.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,missile,Israeli security forces,2003,8
23.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,8
28.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,8
19.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,Unknown,Israeli security forces,2003,8
25.0,Palestinian,al-Quds,West Bank,M,0.0,al-Quds,gunfire,live ammunition,Israeli security forces,2003,8
3.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,7
31.0,Palestinian,Qalqiliya,West Bank,M,0.0,Qalqiliya,gunfire,Unknown,Israeli security forces,2003,7
28.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,7
18.0,Palestinian,Tulkarm,West Bank,M,1.0,Tulkarm,gunfire,Unknown,Israeli security forces,2003,7
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,6
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,6
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,6
14.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,6
21.0,Palestinian,Israel,Israel,M,1.0,Jenin,Unknown,Unknown,Israeli security forces,2003,6
18.0,Palestinian,Israel,Israel,M,1.0,Jenin,Unknown,Unknown,Israeli security forces,2003,6
20.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,6
19.0,Palestinian,Khan Yunis,Gaza Strip,F,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2003,6
34.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2003,6
23.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,6
27.0,Palestinian,Rafah,Gaza Strip,F,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,6
23.0,Palestinian,Gush Katif,Gaza Strip,M,1.0,Khan Yunis,gunfire,shell,Israeli security forces,2003,6
29.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,6
19.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,6
47.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
20.0,Palestinian,Gaza,Gaza Strip,F,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2003,6
30.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
23.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
23.0,Palestinian,Gaza,Gaza Strip,F,0.0,Deir al-Balah,gunfire,missile,Israeli security forces,2003,6
21.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,live ammunition,Israeli security forces,2003,6
41.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
36.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
48.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
21.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
59.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
26.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
32.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
30.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
39.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,6
25.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
19.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,6
33.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
25.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2003,6
27.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,6
40.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
7.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
18.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2003,6
53.0,Palestinian,Gaza,Gaza Strip,F,0.0,Gaza,gunfire,missile,Israeli security forces,2003,6
32.0,Palestinian,North Gaza,Gaza Strip,F,0.0,North Gaza,gunfire,missile,Israeli security forces,2003,6
21.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,6
24.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,6
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,6
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,6
19.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,Unknown,Israeli security forces,2003,6
47.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,6
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,6
22.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,Unknown,Israeli security forces,2003,6
55.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,6
24.0,Palestinian,Khan Yunis,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,6
22.0,Palestinian,Jenin,West Bank,M,1.0,Jenin,gunfire,Unknown,Israeli security forces,2003,5
23.0,Palestinian,Jenin,West Bank,M,1.0,Jenin,gunfire,Unknown,Israeli security forces,2003,5
17.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,shell,Israeli security forces,2003,5
19.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,shell,Israeli security forces,2003,5
24.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,5
23.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,5
16.0,Palestinian,Tulkarm,West Bank,M,0.0,Tulkarm,gunfire,Unknown,Israeli security forces,2003,5
11.0,Palestinian,Ramallah and al-Bira,West Bank,M,0.0,Unknown,gunfire,Unknown,Israeli security forces,2003,5
21.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
27.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,shell,Israeli security forces,2003,5
25.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
15.0,Palestinian,Tulkarm,West Bank,M,0.0,Tulkarm,gunfire,Unknown,Israeli security forces,2003,5
13.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,5
35.0,Palestinian,Ramallah and al-Bira,West Bank,F,0.0,Ramallah and al-Bira,gunfire,Unknown,Israeli security forces,2003,5
16.0,Palestinian,Ramallah and al-Bira,West Bank,M,0.0,Ramallah and al-Bira,gunfire,Unknown,Israeli security forces,2003,5
18.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,5
16.0,Palestinian,Tulkarm,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,5
19.0,Palestinian,Tulkarm,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,5
22.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,5
28.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,Unknown,Israeli security forces,2003,5
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2003,5
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
33.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
14.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
24.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
15.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
16.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
15.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,5
26.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,5
24.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,5
21.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,5
22.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,5
19.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,5
19.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,5
16.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,shell,Israeli security forces,2003,5
22.0,Palestinian,Rafah,Gaza Strip,F,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,5
22.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,5
36.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,Unknown,Israeli security forces,2003,5
21.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,5
1.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,5
16.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,5
14.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,Unknown,Israeli security forces,2003,5
19.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,shell,Israeli security forces,2003,5
18.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
38.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
23.0,Palestinian,Jenin,West Bank,M,1.0,Jenin,gunfire,Unknown,Israeli security forces,2003,5
30.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
24.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
27.0,Palestinian,Hebron,West Bank,M,0.0,Hebron,gunfire,Unknown,Israeli security forces,2003,5
57.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
21.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
25.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
22.0,Palestinian,Hebron,West Bank,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
2.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
38.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,5
22.0,Palestinian,Bethlehem,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli civilians,2003,4
19.0,Palestinian,Bethlehem,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli civilians,2003,4
56.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,4
35.0,Palestinian,Jericho,West Bank,M,0.0,Tubas,gunfire,Unknown,Israeli civilians,2003,4
39.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,missile,Israeli security forces,2003,4
30.0,Palestinian,Bethlehem,West Bank,M,1.0,Bethlehem,gunfire,Unknown,Israeli security forces,2003,4
25.0,Palestinian,Bethlehem,West Bank,M,1.0,Bethlehem,gunfire,Unknown,Israeli security forces,2003,4
17.0,Palestinian,Ramallah and al-Bira,West Bank,M,0.0,Ramallah and al-Bira,gunfire,Unknown,Israeli security forces,2003,4
24.0,Palestinian,Ramallah and al-Bira,West Bank,M,0.0,Ramallah and al-Bira,gunfire,Unknown,Israeli security forces,2003,4
24.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,4
16.0,Palestinian,Jenin,West Bank,M,1.0,Jenin,gunfire,Unknown,Israeli security forces,2003,4
16.0,Palestinian,Qalqiliya,West Bank,M,1.0,Qalqiliya,gunfire,Unknown,Israeli security forces,2003,4
19.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,4
17.0,Palestinian,Jenin,West Bank,M,1.0,Jenin,gunfire,Unknown,Israeli security forces,2003,4
45.0,Palestinian,Nablus,West Bank,M,0.0,Nablus,gunfire,Unknown,Israeli security forces,2003,4
14.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,4
26.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,4
14.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,4
20.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,Unknown,Israeli security forces,2003,4
23.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,shell,Israeli security forces,2003,4
31.0,Palestinian,Gaza,Gaza Strip,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,4
35.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,Unknown,Israeli security forces,2003,4
18.0,Palestinian,Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,4
28.0,Palestinian,Gaza,Gaza Strip,M,1.0,Rafah,gunfire,shell,Israeli security forces,2003,4
15.0,Palestinian,Tulkarm,West Bank,M,0.0,Tulkarm,gunfire,Unknown,Israeli security forces,2003,4
22.0,Palestinian,Hebron,West Bank,M,0.0,Hebron,gunfire,Unknown,Israeli security forces,2003,4
20.0,Palestinian,Jericho,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,4
23.0,Palestinian,Salfit,West Bank,M,0.0,Salfit,gunfire,Unknown,Israeli security forces,2003,4
23.0,Palestinian,Jericho,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,4
16.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,4
36.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,4
20.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,4
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,4
27.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,4
30.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,4
13.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,4
20.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,4
21.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,4
18.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,4
21.0,Palestinian,Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,missile,Israeli security forces,2003,4
16.0,Palestinian,Gaza,Gaza Strip,M,0.0,Gaza,gunfire,missile,Israeli security forces,2003,4
16.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,4
26.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,4
15.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,shell,Israeli security forces,2003,4
57.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,4
20.0,Palestinian,Hebron,West Bank,M,1.0,Hebron,gunfire,Unknown,Israeli security forces,2003,4
25.0,Palestinian,Rafah,Gaza Strip,M,1.0,Rafah,gunfire,Unknown,Israeli security forces,2003,4
33.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,4
14.0,Palestinian,Qalqiliya,West Bank,M,0.0,Qalqiliya,gunfire,Unknown,Israeli security forces,2003,4
19.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2003,4
24.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2003,4
19.0,Palestinian,Rafah,Gaza Strip,M,0.0,Rafah,gunfire,missile,Israeli security forces,2003,4
26.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,4
18.0,Palestinian,Israel,Israel,M,1.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,3
23.0,Palestinian,Israel,Israel,M,1.0,Gaza,gunfire,Unknown,Israeli security forces,2003,3
16.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Gaza,gunfire,Unknown,Israeli security forces,2003,3
14.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,3
14.0,Palestinian,al-Quds,West Bank,M,0.0,al-Quds,gunfire,Unknown,Israeli security forces,2003,3
20.0,Palestinian,Tulkarm,West Bank,M,0.0,Tulkarm,gunfire,Unknown,Israeli security forces,2003,3
21.0,Palestinian,North Gaza,Gaza Strip,M,1.0,Gaza,gunfire,missile,Israeli security forces,2003,3
31.0,Palestinian,North Gaza,Gaza Strip,M,1.0,North Gaza,gunfire,missile,Israeli security forces,2003,3
11.0,Palestinian,Bethlehem,West Bank,F,0.0,Bethlehem,gunfire,live ammunition,Israeli security forces,2003,3
14.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,3
24.0,Palestinian,Bethlehem,West Bank,M,0.0,Bethlehem,gunfire,live ammunition,Israeli security forces,2003,3
40.0,Palestinian,Bethlehem,West Bank,M,0.0,Bethlehem,gunfire,live ammunition,Israeli security forces,2003,3
14.0,Palestinian,Jenin,West Bank,M,0.0,Jenin,gunfire,Unknown,Israeli security forces,2003,3
40.0,Palestinian,Deir al-Balah,Gaza Strip,M,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,3
25.0,Palestinian,Khan Yunis,Gaza Strip,M,0.0,Khan Yunis,gunfire,Unknown,Israeli security forces,2003,3
27.0,Palestinian,Nablus,West Bank,M,1.0,Nablus,gunfire,Unknown,Israeli security forces,2003,3
27.0,Palestinian,Bethlehem,West Bank,M,1.0,Bethlehem,gunfire,Unknown,Israeli security forces,2003,3
22.0,Palestinian,Deir al-Balah,Gaza Strip,M,1.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,3
4.0,Palestinian,Deir al-Balah,Gaza Strip,F,0.0,Deir al-Balah,gunfire,Unknown,Israeli security forces,2003,3
19.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Gaza,gunfire,live ammunition,Israeli security forces,2003,3
22.0,Palestinian,North Gaza,Gaza Strip,M,0.0,North Gaza,gunfire,Unknown,Israeli security forces,2003,3
23.0,Palestinian,North Gaza,Gaza Strip,M,0.0,Khan Yunis,gunfire,live ammunition,Israeli security forces,2003,3
